"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
#period_date,#country,#origin,#inneed_num,#reached_num,,
"2012","DEN","YEM",1,0,1,0
"2012","DEN","ZAM",1,0,1,0
"2012","DEN","ZIM",9,0,9,0
"2012","DJB","BGD",1,1,1,1
"2012","DJB","ERT",292,292,292,292
"2012","DJB","ETH",535,535,535,535
"2012","DJB","IRQ",4,4,4,4
"2012","DJB","KEN",9,9,9,9
"2012","DJB","PHI",2,2,2,2
"2012","DJB","SOM",18289,18289,18289,NA
"2012","DJB","SUD",6,6,6,6
"2012","DJB","YEM",1,1,1,1
"2012","DOM","HAI",750,252,750,252
"2012","DOM","IRQ",1,1,1,1
"2012","DOM","SYR",7,7,7,7
"2012","ECU","AFG",113,113,113,113
"2012","ECU","ALB",6,6,6,6
"2012","ECU","ANG",2,2,2,2
"2012","ECU","ARE",1,1,1,1
"2012","ECU","ARG",2,2,2,2
"2012","ECU","ARM",4,4,4,4
"2012","ECU","AZE",2,2,2,2
"2012","ECU","BDI",2,2,2,2
"2012","ECU","BGD",2,2,2,2
"2012","ECU","BLR",1,1,1,1
"2012","ECU","BRA",3,3,3,3
"2012","ECU","BSN",1,1,1,1
"2012","ECU","CHI",12,12,12,12
"2012","ECU","CHL",5,5,5,5
"2012","ECU","CMR",2,2,2,2
"2012","ECU","COB",3,3,3,3
"2012","ECU","COL",54620,54620,122964,NA
"2012","ECU","CUB",230,230,230,230
"2012","ECU","DOM",4,4,4,4
"2012","ECU","ERT",11,11,11,11
"2012","ECU","ETH",3,3,3,3
"2012","ECU","GAZ",9,9,9,9
"2012","ECU","GFR",1,1,1,1
"2012","ECU","GHA",2,2,2,2
"2012","ECU","GNB",1,1,1,1
"2012","ECU","GUI",9,9,9,9
"2012","ECU","HAI",27,27,27,27
"2012","ECU","ICO",2,2,2,2
"2012","ECU","IND",2,2,2,2
"2012","ECU","IRN",26,26,26,26
"2012","ECU","IRQ",36,36,36,36
"2012","ECU","KGZ",1,1,1,1
"2012","ECU","KUW",1,1,1,1
"2012","ECU","LBR",6,6,6,6
"2012","ECU","LEB",6,6,6,6
"2012","ECU","LKA",15,15,15,15
"2012","ECU","LTU",1,1,1,1
"2012","ECU","MLI",2,2,2,2
"2012","ECU","MOR",4,4,4,4
"2012","ECU","NEP",5,5,5,5
"2012","ECU","NGR",1,1,1,1
"2012","ECU","NIC",1,1,1,1
"2012","ECU","NIG",25,25,25,25
"2012","ECU","PAK",29,29,29,29
"2012","ECU","PAN",2,2,2,2
"2012","ECU","PAR",1,1,1,1
"2012","ECU","PER",94,94,94,94
"2012","ECU","POL",1,1,1,1
"2012","ECU","RUS",31,31,31,31
"2012","ECU","SAL",5,5,5,5
"2012","ECU","SAU",3,3,3,3
"2012","ECU","SLE",1,1,1,1
"2012","ECU","SOM",7,7,7,7
"2012","ECU","SPA",4,4,4,4
"2012","ECU","SRB",14,14,14,14
"2012","ECU","SRV",3,3,3,3
"2012","ECU","STA",1,1,1,1
"2012","ECU","SUD",5,5,5,5
"2012","ECU","SWA",1,1,1,1
"2012","ECU","SYR",11,11,11,11
"2012","ECU","TKM",2,2,2,2
"2012","ECU","TOG",2,2,2,2
"2012","ECU","TUR",2,2,2,2
"2012","ECU","UGA",1,1,1,1
"2012","ECU","UKR",1,1,1,1
"2012","ECU","URU",1,1,1,1
"2012","ECU","USA",6,6,6,6
"2012","ECU","UZB",4,4,4,4
"2012","ECU","VAR",19,19,19,19
"2012","ECU","VEN",7,7,7,7
"2012","ECU","WSH",5,5,5,5
"2012","ECU","ZIM",5,5,5,5
"2012","ERT","ETH",73,40,73,40
"2012","ERT","SOM",3440,3440,3440,NA
"2012","ERT","SSD",25,25,25,25
"2012","ERT","SUD",62,62,62,62
"2012","EST","AFG",14,0,14,0
"2012","EST","ALG",2,0,2,0
"2012","EST","ARM",2,0,2,0
"2012","EST","BGD",1,0,1,0
"2012","EST","BLR",6,0,6,0
"2012","EST","GAZ",1,0,1,0
"2012","EST","GEO",3,0,3,0
"2012","EST","ICO",2,0,2,0
"2012","EST","IRQ",1,0,1,0
"2012","EST","LKA",7,0,7,0
"2012","EST","PAK",1,0,1,0
"2012","EST","RUS",11,0,11,0
"2012","EST","SOM",4,0,4,0
"2012","EST","STA",1,0,1,0
"2012","EST","SUD",1,0,1,0
"2012","EST","TJK",1,0,1,0
"2012","EST","TKM",2,0,2,0
"2012","EST","TUR",2,0,2,0
"2012","EST","UGA",1,0,1,0
"2012","ETH","AFG",1,1,1,1
"2012","ETH","BDI",66,66,66,66
"2012","ETH","CHD",1,1,1,1
"2012","ETH","COD",582,582,582,582
"2012","ETH","DJB",74,74,74,74
"2012","ETH","ERT",63771,63771,63771,NA
"2012","ETH","ICO",3,3,3,3
"2012","ETH","KEN",2894,2894,2894,NA
"2012","ETH","NIG",2,2,2,2
"2012","ETH","RWA",12,12,12,12
"2012","ETH","SOM",223031,223031,223031,NA
"2012","ETH","SSD",58715,58715,58715,NA
"2012","ETH","SUD",27175,27175,27175,NA
"2012","ETH","TAN",2,2,2,2
"2012","ETH","UGA",20,20,20,20
"2012","ETH","YEM",43,43,43,43
"2012","ETH","ZIM",1,1,1,1
"2012","FIJ","AFG",1,1,1,1
"2012","FIJ","COD",1,1,1,1
"2012","FIJ","ERT",1,1,1,1
"2012","FIJ","NIG",1,1,1,1
"2012","FIJ","PAK",1,1,1,1
"2012","FIJ","SOM",1,1,1,1
"2012","FIN","AFG",1137,0,1137,0
"2012","FIN","ALB",12,0,12,0
"2012","FIN","ALG",26,0,26,0
"2012","FIN","ANG",223,0,223,0
"2012","FIN","ARE",1,0,1,0
"2012","FIN","ARM",5,0,5,0
"2012","FIN","AZE",44,0,44,0
"2012","FIN","BDI",3,0,3,0
"2012","FIN","BGD",26,0,26,0
"2012","FIN","BLR",19,0,19,0
"2012","FIN","BOL",2,0,2,0
"2012","FIN","BRA",2,0,2,0
"2012","FIN","BSN",63,0,63,0
"2012","FIN","CAM",4,0,4,0
"2012","FIN","CHD",1,0,1,0
"2012","FIN","CHI",82,0,82,0
"2012","FIN","CMR",51,0,51,0
"2012","FIN","COB",15,0,15,0
"2012","FIN","COD",193,0,193,0
"2012","FIN","COL",1,0,1,0
"2012","FIN","CUB",7,0,7,0
"2012","FIN","DJB",1,0,1,0
"2012","FIN","ECU",3,0,3,0
"2012","FIN","ERT",16,0,16,0
"2012","FIN","ETH",66,0,66,0
"2012","FIN","GAM",16,0,16,0
"2012","FIN","GEO",3,0,3,0
"2012","FIN","GHA",33,0,33,0
"2012","FIN","GNB",1,0,1,0
"2012","FIN","GUA",4,0,4,0
"2012","FIN","GUI",19,0,19,0
"2012","FIN","HON",4,0,4,0
"2012","FIN","HRV",10,0,10,0
"2012","FIN","ICO",10,0,10,0
"2012","FIN","IND",11,0,11,0
"2012","FIN","INS",0,0,0,0
"2012","FIN","IRN",431,0,431,0
"2012","FIN","IRQ",2797,0,2797,0
"2012","FIN","ISR",2,0,2,0
"2012","FIN","JOR",6,0,6,0
"2012","FIN","KAZ",9,0,9,0
"2012","FIN","KEN",1,0,1,0
"2012","FIN","KGZ",13,0,13,0
"2012","FIN","LBR",4,0,4,0
"2012","FIN","LBY",14,0,14,0
"2012","FIN","LEB",11,0,11,0
"2012","FIN","LKA",102,0,102,0
"2012","FIN","LVA",7,0,7,0
"2012","FIN","MAU",5,0,5,0
"2012","FIN","MCD",9,0,9,0
"2012","FIN","MDA",3,0,3,0
"2012","FIN","MLW",4,0,4,0
"2012","FIN","MNG",1,0,1,0
"2012","FIN","MOR",12,0,12,0
"2012","FIN","MOZ",1,0,1,0
"2012","FIN","MYA",16,0,16,0
"2012","FIN","NEP",8,0,8,0
"2012","FIN","NGR",1,0,1,0
"2012","FIN","NIG",95,0,95,0
"2012","FIN","PAK",21,0,21,0
"2012","FIN","PER",4,0,4,0
"2012","FIN","ROM",1,0,1,0
"2012","FIN","RUS",598,0,598,0
"2012","FIN","RWA",24,0,24,0
"2012","FIN","SEN",2,0,2,0
"2012","FIN","SLE",16,0,16,0
"2012","FIN","SOM",2571,0,2571,0
"2012","FIN","SRB",322,0,322,0
"2012","FIN","SRV",2,0,2,0
"2012","FIN","STA",110,0,110,0
"2012","FIN","SUD",10,0,10,0
"2012","FIN","SVK",1,0,1,0
"2012","FIN","SYR",218,0,218,0
"2012","FIN","TAN",3,0,3,0
"2012","FIN","TJK",10,0,10,0
"2012","FIN","TKM",2,0,2,0
"2012","FIN","TOG",6,0,6,0
"2012","FIN","TUR",198,0,198,0
"2012","FIN","UGA",5,0,5,0
"2012","FIN","UKR",8,0,8,0
"2012","FIN","UZB",14,0,14,0
"2012","FIN","VAR",95,0,95,0
"2012","FIN","VEN",5,0,5,0
"2012","FIN","YEM",5,0,5,0
"2012","FIN","ZIM",2,0,2,0
"2012","FRA","AFG",2590,0,2590,0
"2012","FRA","ALB",1762,0,1762,0
"2012","FRA","ALG",1264,0,1264,0
"2012","FRA","ANG",3258,0,3258,0
"2012","FRA","ARE",286,0,286,0
"2012","FRA","ARG",5,0,5,0
"2012","FRA","ARM",3633,0,3633,0
"2012","FRA","AZE",2567,0,2567,0
"2012","FRA","BDI",348,0,348,0
"2012","FRA","BEN",21,0,21,0
"2012","FRA","BGD",2834,0,2834,0
"2012","FRA","BHU",79,0,79,0
"2012","FRA","BKF",86,0,86,0
"2012","FRA","BLR",471,0,471,0
"2012","FRA","BOL",40,0,40,0
"2012","FRA","BRA",8,0,8,0
"2012","FRA","BSN",4118,0,4118,0
"2012","FRA","BUL",78,0,78,0
"2012","FRA","CAM",12666,0,12666,0
"2012","FRA","CAR",593,0,593,0
"2012","FRA","CHD",1150,0,1150,0
"2012","FRA","CHI",1569,0,1569,0
"2012","FRA","CHL",75,0,75,0
"2012","FRA","CMR",744,0,744,0
"2012","FRA","COB",3318,0,3318,0
"2012","FRA","COD",12585,0,12585,0
"2012","FRA","COI",408,0,408,0
"2012","FRA","COL",476,0,476,0
"2012","FRA","CUB",122,0,122,0
"2012","FRA","CZE",29,0,29,0
"2012","FRA","DJB",112,0,112,0
"2012","FRA","DMA",0,0,0,0
"2012","FRA","DOM",8,0,8,0
"2012","FRA","ECU",32,0,32,0
"2012","FRA","EGU",31,0,31,0
"2012","FRA","ERT",1316,0,1316,0
"2012","FRA","EST",10,0,10,0
"2012","FRA","ETH",559,0,559,0
"2012","FRA","GAB",27,0,27,0
"2012","FRA","GAM",120,0,120,0
"2012","FRA","GAZ",252,0,252,0
"2012","FRA","GEO",2391,0,2391,0
"2012","FRA","GFR",10,0,10,0
"2012","FRA","GHA",551,0,551,0
"2012","FRA","GNB",925,0,925,0
"2012","FRA","GRE",0,0,0,0
"2012","FRA","GUA",17,0,17,0
"2012","FRA","GUI",4111,0,4111,0
"2012","FRA","GUY",5,0,5,0
"2012","FRA","HAI",3710,0,3710,0
"2012","FRA","HRV",77,0,77,0
"2012","FRA","HUN",63,0,63,0
"2012","FRA","ICO",2204,0,2204,0
"2012","FRA","IND",199,0,199,0
"2012","FRA","INS",7,0,7,0
"2012","FRA","IRN",2172,0,2172,0
"2012","FRA","IRQ",2620,0,2620,0
"2012","FRA","JAM",6,0,6,0
"2012","FRA","JOR",12,0,12,0
"2012","FRA","KAZ",411,0,411,0
"2012","FRA","KEN",48,0,48,0
"2012","FRA","KGZ",216,0,216,0
"2012","FRA","KRN",0,0,0,0
"2012","FRA","KUW",5,0,5,0
"2012","FRA","LAO",7335,0,7335,0
"2012","FRA","LBR",227,0,227,0
"2012","FRA","LBY",25,0,25,0
"2012","FRA","LEB",103,0,103,0
"2012","FRA","LKA",23225,0,23225,0
"2012","FRA","LTU",13,0,13,0
"2012","FRA","LVA",44,0,44,0
"2012","FRA","mad",239,0,239,0
"2012","FRA","MAU",4899,0,4899,0
"2012","FRA","MCD",300,0,300,0
"2012","FRA","MDA",380,0,380,0
"2012","FRA","MEX",8,0,8,0
"2012","FRA","MLI",3428,0,3428,0
"2012","FRA","MLS",7,0,7,0
"2012","FRA","MNE",56,0,56,0
"2012","FRA","MNG",325,0,325,0
"2012","FRA","MOR",164,0,164,0
"2012","FRA","MOZ",12,0,12,0
"2012","FRA","MTS",5,0,5,0
"2012","FRA","MYA",193,0,193,0
"2012","FRA","NEP",77,0,77,0
"2012","FRA","NGR",50,0,50,0
"2012","FRA","NIG",889,0,889,0
"2012","FRA","PAK",547,0,547,0
"2012","FRA","PAR",5,0,5,0
"2012","FRA","PER",288,0,288,0
"2012","FRA","PHI",0,0,0,0
"2012","FRA","POL",173,0,173,0
"2012","FRA","ROM",170,0,170,0
"2012","FRA","RSA",18,0,18,0
"2012","FRA","RUS",11767,0,11767,0
"2012","FRA","RWA",2723,0,2723,0
"2012","FRA","SAL",20,0,20,0
"2012","FRA","SAU",0,0,0,0
"2012","FRA","SEN",551,0,551,0
"2012","FRA","SLE",443,0,443,0
"2012","FRA","SOM",1489,0,1489,0
"2012","FRA","SRB",11506,0,11506,0
"2012","FRA","SRV",8605,0,8605,0
"2012","FRA","SUD",2180,0,2180,0
"2012","FRA","SVK",126,0,126,0
"2012","FRA","SYR",640,0,640,0
"2012","FRA","THA",0,0,0,0
"2012","FRA","TJK",28,0,28,0
"2012","FRA","TKM",10,0,10,0
"2012","FRA","TOG",711,0,711,0
"2012","FRA","TUN",178,0,178,0
"2012","FRA","TUR",10887,0,10887,0
"2012","FRA","UGA",61,0,61,0
"2012","FRA","UKR",719,0,719,0
"2012","FRA","USA",0,0,0,0
"2012","FRA","UZB",206,0,206,0
"2012","FRA","VAR",42289,0,42289,0
"2012","FRA","VEN",7,0,7,0
"2012","FRA","WSH",52,0,52,0
"2012","FRA","YEM",17,0,17,0
"2012","FRA","ZIM",35,0,35,0
"2012","GAB","ANG",70,70,70,70
"2012","GAB","BDI",33,33,33,33
"2012","GAB","CAR",3,3,3,3
"2012","GAB","CHD",994,994,994,994
"2012","GAB","CMR",2,2,2,2
"2012","GAB","COB",317,317,317,317
"2012","GAB","COD",79,79,79,79
"2012","GAB","CVI",1,1,1,1
"2012","GAB","EGU",12,12,12,12
"2012","GAB","ETH",1,1,1,1
"2012","GAB","GHA",1,1,1,1
"2012","GAB","ICO",3,3,3,3
"2012","GAB","LBR",7,7,7,7
"2012","GAB","MAU",15,15,15,15
"2012","GAB","NGR",1,1,1,1
"2012","GAB","RWA",52,52,52,52
"2012","GAB","SLE",12,12,12,12
"2012","GAB","SOM",4,4,4,4
"2012","GAB","SRV",4,4,4,4
"2012","GAB","STP",31,31,31,31
"2012","GAB","SUD",6,6,6,6
"2012","GAB","TAN",2,2,2,2
"2012","GAB","TOG",13,13,13,13
"2012","GAM","CMR",1,1,1,1
"2012","GAM","COD",14,11,14,11
"2012","GAM","ERT",2,2,2,2
"2012","GAM","GNB",2,1,2,1
"2012","GAM","ICO",299,284,299,284
"2012","GAM","IRQ",6,1,6,1
"2012","GAM","LBR",325,325,325,325
"2012","GAM","RWA",1,1,1,1
"2012","GAM","SEN",9042,9042,9042,NA
"2012","GAM","SLE",134,134,134,134
"2012","GAM","SOM",5,4,5,4
"2012","GAM","SUD",1,1,1,1
"2012","GAM","TOG",21,21,21,21
"2012","GBR","AFG",9845,0,9845,0
"2012","GBR","ALB",1139,0,1139,0
"2012","GBR","ALG",636,0,636,0
"2012","GBR","ANG",1156,0,1156,0
"2012","GBR","ANT",1,0,1,0
"2012","GBR","ARE",204,0,204,0
"2012","GBR","ARG",1,0,1,0
"2012","GBR","ARM",30,0,30,0
"2012","GBR","AZE",86,0,86,0
"2012","GBR","BAH",101,0,101,0
"2012","GBR","BAR",1,0,1,0
"2012","GBR","BDI",889,0,889,0
"2012","GBR","BEN",10,0,10,0
"2012","GBR","BGD",1425,0,1425,0
"2012","GBR","BHU",100,0,100,0
"2012","GBR","BKF",6,0,6,0
"2012","GBR","BLR",145,0,145,0
"2012","GBR","BOL",19,0,19,0
"2012","GBR","BOT",11,0,11,0
"2012","GBR","BRA",9,0,9,0
"2012","GBR","BSN",55,0,55,0
"2012","GBR","BUL",11,0,11,0
"2012","GBR","BZE",2,0,2,0
"2012","GBR","can",3,0,3,0
"2012","GBR","CAR",4,0,4,0
"2012","GBR","CHD",46,0,46,0
"2012","GBR","CHI",2158,0,2158,0
"2012","GBR","CHL",1,0,1,0
"2012","GBR","CMR",763,0,763,0
"2012","GBR","COB",500,0,500,0
"2012","GBR","COD",3313,0,3313,0
"2012","GBR","COI",2,0,2,0
"2012","GBR","COK",1,0,1,0
"2012","GBR","COL",341,0,341,0
"2012","GBR","CUB",16,0,16,0
"2012","GBR","CYP",3,0,3,0
"2012","GBR","CZE",35,0,35,0
"2012","GBR","DJB",2,0,2,0
"2012","GBR","DMA",2,0,2,0
"2012","GBR","ECU",97,0,97,0
"2012","GBR","EGU",1,0,1,0
"2012","GBR","ERT",9903,0,9903,0
"2012","GBR","EST",1,0,1,0
"2012","GBR","ETH",1508,0,1508,0
"2012","GBR","FIJ",8,0,8,0
"2012","GBR","FRA",1,0,1,0
"2012","GBR","GAM",794,0,794,0
"2012","GBR","GAZ",282,0,282,0
"2012","GBR","GBR",8,0,8,0
"2012","GBR","GEO",66,0,66,0
"2012","GBR","GFR",1,0,1,0
"2012","GBR","GHA",200,0,200,0
"2012","GBR","GNB",9,0,9,0
"2012","GBR","GRN",5,0,5,0
"2012","GBR","GUA",3,0,3,0
"2012","GBR","GUI",413,0,413,0
"2012","GBR","GUY",12,0,12,0
"2012","GBR","HAI",1,0,1,0
"2012","GBR","HKG",1,0,1,0
"2012","GBR","HON",16,0,16,0
"2012","GBR","HRV",16,0,16,0
"2012","GBR","ICO",548,0,548,0
"2012","GBR","IND",347,0,347,0
"2012","GBR","INS",9,0,9,0
"2012","GBR","IRE",1,0,1,0
"2012","GBR","IRN",11433,0,11433,0
"2012","GBR","IRQ",5755,0,5755,0
"2012","GBR","ISR",12,0,12,0
"2012","GBR","JAM",472,0,472,0
"2012","GBR","JOR",27,0,27,0
"2012","GBR","JPN",1,0,1,0
"2012","GBR","KAZ",5,0,5,0
"2012","GBR","KEN",469,0,469,0
"2012","GBR","KGZ",21,0,21,0
"2012","GBR","KOR",5,0,5,0
"2012","GBR","KRN",619,0,619,0
"2012","GBR","KUW",584,0,584,0
"2012","GBR","LBR",307,0,307,0
"2012","GBR","LBY",655,0,655,0
"2012","GBR","LCA",4,0,4,0
"2012","GBR","LEB",107,0,107,0
"2012","GBR","LES",1,0,1,0
"2012","GBR","LKA",4475,0,4475,0
"2012","GBR","LTU",7,0,7,0
"2012","GBR","LVA",1,0,1,0
"2012","GBR","MAU",9,0,9,0
"2012","GBR","MCD",83,0,83,0
"2012","GBR","MDA",162,0,162,0
"2012","GBR","MDV",9,0,9,0
"2012","GBR","MEX",4,0,4,0
"2012","GBR","MLI",13,0,13,0
"2012","GBR","MLS",50,0,50,0
"2012","GBR","MLW",171,0,171,0
"2012","GBR","MNG",83,0,83,0
"2012","GBR","MOR",91,0,91,0
"2012","GBR","MOZ",3,0,3,0
"2012","GBR","MTS",25,0,25,0
"2012","GBR","MYA",863,0,863,0
"2012","GBR","NAM",5,0,5,0
"2012","GBR","NEP",119,0,119,0
"2012","GBR","NGR",5,0,5,0
"2012","GBR","NIC",1,0,1,0
"2012","GBR","NIG",1166,0,1166,0
"2012","GBR","OMN",5,0,5,0
"2012","GBR","PAK",4751,0,4751,0
"2012","GBR","PAN",3,0,3,0
"2012","GBR","PER",3,0,3,0
"2012","GBR","PHI",3,0,3,0
"2012","GBR","POL",51,0,51,0
"2012","GBR","QAT",2,0,2,0
"2012","GBR","ROM",233,0,233,0
"2012","GBR","RSA",119,0,119,0
"2012","GBR","RUS",1106,0,1106,0
"2012","GBR","RWA",431,0,431,0
"2012","GBR","SAL",3,0,3,0
"2012","GBR","SAU",37,0,37,0
"2012","GBR","SEN",42,0,42,0
"2012","GBR","SEY",1,0,1,0
"2012","GBR","SIN",1,0,1,0
"2012","GBR","SLE",640,0,640,0
"2012","GBR","SOM",15134,0,15134,0
"2012","GBR","SRB",2328,0,2328,0
"2012","GBR","SRV",908,0,908,0
"2012","GBR","STA",727,0,727,0
"2012","GBR","SUD",3750,0,3750,0
"2012","GBR","SVK",1,0,1,0
"2012","GBR","SWA",15,0,15,0
"2012","GBR","SYR",1717,0,1717,0
"2012","GBR","TAN",84,0,84,0
"2012","GBR","THA",25,0,25,0
"2012","GBR","TJK",3,0,3,0
"2012","GBR","TKM",37,0,37,0
"2012","GBR","TOG",48,0,48,0
"2012","GBR","TRT",22,0,22,0
"2012","GBR","TUN",32,0,32,0
"2012","GBR","TUR",4171,0,4171,0
"2012","GBR","TUV",1,0,1,0
"2012","GBR","UAE",7,0,7,0
"2012","GBR","UGA",1269,0,1269,0
"2012","GBR","UKR",192,0,192,0
"2012","GBR","USA",14,0,14,0
"2012","GBR","UZB",52,0,52,0
"2012","GBR","VAR",34252,0,34252,0
"2012","GBR","VCT",5,0,5,0
"2012","GBR","VEN",17,0,17,0
"2012","GBR","WSH",6,0,6,0
"2012","GBR","YEM",209,0,209,0
"2012","GBR","ZAM",39,0,39,0
"2012","GBR","ZIM",12158,0,12158,0
"2012","GEO","AFG",3,3,3,3
"2012","GEO","ARM",0,0,0,0
"2012","GEO","AZE",2,2,2,2
"2012","GEO","CUB",1,1,1,1
"2012","GEO","ICO",1,1,1,1
"2012","GEO","IRN",1,1,1,1
"2012","GEO","IRQ",20,20,20,20
"2012","GEO","KGZ",0,0,0,0
"2012","GEO","LKA",3,3,3,3
"2012","GEO","RUS",293,293,293,293
"2012","GEO","SYR",1,1,141,141
"2012","GEO","TJK",3,3,3,3
"2012","GEO","TUR",1,1,1,1
"2012","GEO","UZB",0,0,0,0
"2012","GFR","AFG",31746,0,31746,0
"2012","GFR","ALB",2201,0,2201,0
"2012","GFR","ALG",2198,0,2198,0
"2012","GFR","ANG",3041,0,3041,0
"2012","GFR","ANT",1,0,1,0
"2012","GFR","ARE",860,0,860,0
"2012","GFR","ARG",38,0,38,0
"2012","GFR","ARM",4419,0,4419,0
"2012","GFR","AUL",36,0,36,0
"2012","GFR","AUS",4,0,4,0
"2012","GFR","AZE",6575,0,6575,0
"2012","GFR","BAH",49,0,49,0
"2012","GFR","BAR",2,0,2,0
"2012","GFR","BDI",105,0,105,0
"2012","GFR","BEL",7,0,7,0
"2012","GFR","BEN",183,0,183,0
"2012","GFR","BGD",913,0,913,0
"2012","GFR","BHU",74,0,74,0
"2012","GFR","BKF",197,0,197,0
"2012","GFR","BLR",1989,0,1989,0
"2012","GFR","BOL",26,0,26,0
"2012","GFR","BOT",1,0,1,0
"2012","GFR","BRA",163,0,163,0
"2012","GFR","BSN",23460,0,23460,0
"2012","GFR","BUL",181,0,181,0
"2012","GFR","BZE",1,0,1,0
"2012","GFR","CAM",164,0,164,0
"2012","GFR","can",53,0,53,0
"2012","GFR","CAR",12,0,12,0
"2012","GFR","CHD",44,0,44,0
"2012","GFR","CHI",3815,0,3815,0
"2012","GFR","CHL",396,0,396,0
"2012","GFR","CMR",1244,0,1244,0
"2012","GFR","COB",518,0,518,0
"2012","GFR","COD",5206,0,5206,0
"2012","GFR","COI",11,0,11,0
"2012","GFR","COL",241,0,241,0
"2012","GFR","COS",12,0,12,0
"2012","GFR","CUB",364,0,364,0
"2012","GFR","CVI",4,0,4,0
"2012","GFR","CYP",1,0,1,0
"2012","GFR","CZE",165,0,165,0
"2012","GFR","DJB",4,0,4,0
"2012","GFR","DMA",0,0,0,0
"2012","GFR","DOM",42,0,42,0
"2012","GFR","ECU",133,0,133,0
"2012","GFR","EGU",26,0,26,0
"2012","GFR","ERT",4836,0,4836,0
"2012","GFR","EST",78,0,78,0
"2012","GFR","ETH",4538,0,4538,0
"2012","GFR","FRA",7,0,7,0
"2012","GFR","GAB",11,0,11,0
"2012","GFR","GAM",502,0,502,0
"2012","GFR","GBR",7,0,7,0
"2012","GFR","GEO",2202,0,2202,0
"2012","GFR","GHA",4323,0,4323,0
"2012","GFR","GNB",39,0,39,0
"2012","GFR","GRE",4,0,4,0
"2012","GFR","GUA",6,0,6,0
"2012","GFR","GUI",756,0,756,0
"2012","GFR","GUY",1,0,1,0
"2012","GFR","HAI",45,0,45,0
"2012","GFR","HON",24,0,24,0
"2012","GFR","HRV",4614,0,4614,0
"2012","GFR","HUN",121,0,121,0
"2012","GFR","ICE",1,0,1,0
"2012","GFR","ICO",491,0,491,0
"2012","GFR","IND",2796,0,2796,0
"2012","GFR","INS",130,0,130,0
"2012","GFR","IRN",21629,0,21629,0
"2012","GFR","IRQ",49829,0,49829,0
"2012","GFR","ISR",325,0,325,0
"2012","GFR","ITA",11,0,11,0
"2012","GFR","JAM",13,0,13,0
"2012","GFR","JOR",847,0,847,0
"2012","GFR","JPN",136,0,136,0
"2012","GFR","KAZ",1627,0,1627,0
"2012","GFR","KEN",365,0,365,0
"2012","GFR","KGZ",1509,0,1509,0
"2012","GFR","KOR",187,0,187,0
"2012","GFR","KRN",138,0,138,0
"2012","GFR","KUW",267,0,267,0
"2012","GFR","LAO",174,0,174,0
"2012","GFR","LBR",284,0,284,0
"2012","GFR","LBY",2280,0,2280,0
"2012","GFR","LEB",11819,0,11819,0
"2012","GFR","LES",1,0,1,0
"2012","GFR","LKA",11672,0,11672,0
"2012","GFR","LTU",244,0,244,0
"2012","GFR","LUX",0,0,0,0
"2012","GFR","LVA",414,0,414,0
"2012","GFR","mad",13,0,13,0
"2012","GFR","MAU",49,0,49,0
"2012","GFR","MCD",6175,0,6175,0
"2012","GFR","MCO",1,0,1,0
"2012","GFR","MDA",3988,0,3988,0
"2012","GFR","MDV",2,0,2,0
"2012","GFR","MEX",42,0,42,0
"2012","GFR","MLI",86,0,86,0
"2012","GFR","MLS",33,0,33,0
"2012","GFR","MLW",4,0,4,0
"2012","GFR","MNE",3762,0,3762,0
"2012","GFR","MNG",215,0,215,0
"2012","GFR","MOR",1454,0,1454,0
"2012","GFR","MOZ",109,0,109,0
"2012","GFR","MTS",1,0,1,0
"2012","GFR","MYA",813,0,813,0
"2012","GFR","NAM",10,0,10,0
"2012","GFR","NEP",349,0,349,0
"2012","GFR","NET",13,0,13,0
"2012","GFR","NGR",212,0,212,0
"2012","GFR","NIC",5,0,5,0
"2012","GFR","NIG",2833,0,2833,0
"2012","GFR","NOR",2,0,2,0
"2012","GFR","NZL",14,0,14,0
"2012","GFR","OMN",45,0,45,0
"2012","GFR","PAK",6943,0,6943,0
"2012","GFR","PAN",4,0,4,0
"2012","GFR","PAR",8,0,8,0
"2012","GFR","PER",195,0,195,0
"2012","GFR","PHI",249,0,249,0
"2012","GFR","POL",737,0,737,0
"2012","GFR","POR",3,0,3,0
"2012","GFR","QAT",109,0,109,0
"2012","GFR","ROM",492,0,492,0
"2012","GFR","RSA",49,0,49,0
"2012","GFR","RUS",40204,0,40204,0
"2012","GFR","RWA",217,0,217,0
"2012","GFR","SAL",19,0,19,0
"2012","GFR","SAU",394,0,394,0
"2012","GFR","SEN",154,0,154,0
"2012","GFR","SEY",3,0,3,0
"2012","GFR","SIN",9,0,9,0
"2012","GFR","SLE",749,0,749,0
"2012","GFR","SOM",3634,0,3634,0
"2012","GFR","SPA",10,0,10,0
"2012","GFR","SRB",113809,0,113809,0
"2012","GFR","SRV",23799,0,23799,0
"2012","GFR","SSD",6,0,6,0
"2012","GFR","STA",5359,0,5359,0
"2012","GFR","SUD",575,0,575,0
"2012","GFR","SUR",1,0,1,0
"2012","GFR","SVK",27,0,27,0
"2012","GFR","SVN",12,0,12,0
"2012","GFR","swe",3,0,3,0
"2012","GFR","SWI",4,0,4,0
