iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
41122-Sierra Leone-3900/A0/05/001/048,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 4.  PSM,;IR 4.  PSM,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,YOUNG CHILD SURVIVAL & DEVELOPMENT,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,12262;12220,Malaria control;Basic health care,12;88,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,7814869,0,8224115,0,0,0,0
41122-Sierra Leone-3900/A0/05/005/012,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 3. PROJECT SUPPORT,;IR 3. PROJECT SUPPORT,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,BASIC EDUCATION AND GENDER EQUALITY,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,43010,Multisector aid,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,357116,784,56079,0,0,0,0
41122-Sierra Leone-3900/A0/05/004/016,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 4. PARTNERSHIPS FOR SOCIAL CHANGE,;IR 4. PARTNERSHIPS FOR SOCIAL CHANGE,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Ireland,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,43010;22010,Multisector aid;Communications policy and administrative management,13;87,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,367292,0,414951,0,0,0,0
41122-Sierra Leone-3900/A0/05/001/044,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,"IR 12. HIV, ADOLESCENTS & YOUNG PEOPLE",";IR 12. HIV, ADOLESCENTS & YOUNG PEOPLE",2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,The United Kingdom,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,26715,0,157435,0,0,0,0
41122-Sierra Leone-3900/A0/05/001/031,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,1. INTEGRATED MHN SERVICES,;1. INTEGRATED MHN SERVICES,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Italian National Committee,,Public Private Partnership,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,12220;13020,Basic health care;Reproductive health care,14;86,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,2475199,840,2926635,0,0,0,0
41122-Sierra Leone-3900/A0/05/001/035,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 2. EPI/MCH INTEGRATED SERVICES,;IR 2. EPI/MCH INTEGRATED SERVICES,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,HIV-AIDS AND CHILDREN,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,12262;12220,Malaria control;Basic health care,;100,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,3036576,392,3754143,0,0,0,0
41122-Sierra Leone-3900/A0/06/003/005,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,3.5  PROJECT COSTS - CP,;3.5  PROJECT COSTS - CP,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Italian National Committee,,Public Private Partnership,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,16050,Multisector aid for basic social services,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,1633790,300877,305606,0,0,0,0
41122-Sierra Leone-3900/A0/05/006/018,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 1. GOVERNANCE AND SYSTEMS,;IR 1. GOVERNANCE AND SYSTEMS,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,The United Kingdom,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,43010,Multisector aid,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,210863,0,187382,0,0,0,0
41122-Sierra Leone-3900/A0/05/001/037,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 5.  CMAM,;IR 5.  CMAM,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,United Nations Joint Programme,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,12240;12220,Basic nutrition;Basic health care,83;17,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,1303238,0,1506886,0,0,0,0
41122-Sierra Leone-3900/A0/05/001/040,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 8. IMPROVED WATER SOURCES,;IR 8. IMPROVED WATER SOURCES,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,The United Kingdom,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,14020;14030;74010;72010,Water supply and sanitation - large systems;Basic drinking water supply and basic sanitation;Disaster prevention and preparedness;Material relief assistance and services,44;3;47;6,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,4421133,0,4424977,0,0,0,0
41122-Sierra Leone-3900/A0/05/004/013,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 8 PROJECT SUPPORT,;IR 8 PROJECT SUPPORT,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,POLICY ADVOCACY AND PARTNERSHIP,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,43010,Multisector aid,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,1011478,0,238684,0,0,0,0
41122-Sierra Leone-3900/A0/06/002/003,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,2.3  WASH IN SCHOOLS,;2.3  WASH IN SCHOOLS,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,The United Kingdom,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,12261;11110,Health education;Education policy and administrative management,93;7,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,6166055,0,6590128,0,0,0,0
41122-Sierra Leone-3900/A0/06/005/004,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,5.3 STRENGTHENED DONOR & NATCOM,;5.3 STRENGTHENED DONOR & NATCOM,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,The United Kingdom,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,15110;15150,Economic and development policy/planning;Strengthening civil society,66;34,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,265963,27538,69610,0,0,0,0
41122-Sierra Leone-3900/A0/06/005/002,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,5.1 AWARENESS ON WOMEN AND CHILDREN'S RI,;5.1 AWARENESS ON WOMEN AND CHILDREN'S RI,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Swedish Committee for UNICEF,,Public Private Partnership,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,15110;15150,Economic and development policy/planning;Strengthening civil society,5;95,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,148007,15726,113551,0,0,0,0
41122-Sierra Leone-3900/A0/05/005/014,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR1. ADVOCACY & AWARENESS RAISING,;IR1. ADVOCACY & AWARENESS RAISING,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,UNICEF (FOR GR ALLOCATIONS ONLY),,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,15110;16050;43010;15150,Economic and development policy/planning;Multisector aid for basic social services;Multisector aid;Strengthening civil society,4;9;76;11,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,196507,0,193910,0,0,0,0
41122-Sierra Leone-3900/A0/05/006/014,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 2. FINANCIAL RESOURCES & STEWARDSHIP,;IR 2. FINANCIAL RESOURCES & STEWARDSHIP,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,United Arab Emirates,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,43010,Multisector aid,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,1272074,33,1099020,0,0,0,0
41122-Sierra Leone-3900/A0/06/006/004,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,6.4 PROJECT SUPPORT,;6.4 PROJECT SUPPORT,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Polish National Comm for UNICEF,,Public Private Partnership,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,43010,Multisector aid,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,2992614,469436,404100,0,0,0,0
41122-Sierra Leone-3900/A0/06/002/002,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,2.2  CHILD-FRIENDLY TEACHING,;2.2  CHILD-FRIENDLY TEACHING,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Netherlands,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,11220,Primary education,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,1378322,85334,910176,0,0,0,0
41122-Sierra Leone-3900/A0/05/002/036,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR6:  PROJECT SUPPORT,;IR6:  PROJECT SUPPORT,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Japan Committee for UNICEF,,Public Private Partnership,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,11110;11220,Education policy and administrative management;Primary education,45;55,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,1057665,0,181962,0,0,0,0
41122-Sierra Leone-3900/A0/06/001/009,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,HIV/AIDS,;HIV/AIDS,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,HIV-AIDS AND CHILDREN,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,667082,54732,347480,0,0,0,0
41122-Sierra Leone-3900/A0/05/001/038,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 6.  IYCF,;IR 6.  IYCF,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,United Nations Joint Programme,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,12220;12230,Basic health care;Basic health infrastructure,20;80,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,645463,0,803169,0,0,0,0
41122-Sierra Leone-3900/A0/05/006/016,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 3. HUMAN CAPACITY,;IR 3. HUMAN CAPACITY,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,UNICEF (FOR GR ALLOCATIONS ONLY),,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,43010,Multisector aid,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,57360,0,57310,0,0,0,0
41122-Sierra Leone-3900/A0/05/002/028,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,1.3 READING PROGRAMME AND MEASUREMENTS O,;1.3 READING PROGRAMME AND MEASUREMENTS O,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,UNICEF (FOR GR ALLOCATIONS ONLY),,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,11220,Primary education,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,38453,0,57667,0,0,0,0
41122-Sierra Leone-3900/A0/06/003/004,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,3.4  JUSTICE FOR CHILDREN,;3.4  JUSTICE FOR CHILDREN,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Global - Child Protection,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,15130,Legal and judicial development,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,215258,250,77081,0,0,0,0
41122-Sierra Leone-3900/A0/05/003/001,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 3.1: CORE ELEMENTS,;IR 3.1: CORE ELEMENTS,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,CHILD PROTECTION: PREVENTING/ R,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,15261;15130;74010;16010,Child soldiers (Prevention and demobilisation);Legal and judicial development;Disaster prevention and preparedness;Social/ welfare services,14;40;1;45,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,615772,0,592546,0,0,0,0
41122-Sierra Leone-3900/A0/06/880/001,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,PROGRAMME COORDINATION,;PROGRAMME COORDINATION,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,The United Kingdom,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,,,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,109500,10822,2830,0,0,0,0
41122-Sierra Leone-3900/A0/06/004/006,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,4.5 INCREASED CAPACITY OF MDAS.,;4.5 INCREASED CAPACITY OF MDAS.,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Netherlands,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,16010,Social/ welfare services,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,297995,191113,98287,0,0,0,0
41122-Sierra Leone-3900/A0/06/003/001,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,3.1  CORE ELEMENT,;3.1  CORE ELEMENT,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,UNICEF (FOR GR ALLOCATIONS ONLY),,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,15130,Legal and judicial development,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,524180,31186,275566,0,0,0,0
41122-Sierra Leone-3900/A0/05/004/021,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 7. EMERGENCY PREPAREDNESS RESPONSE,;IR 7. EMERGENCY PREPAREDNESS RESPONSE,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,UNICEF (FOR GR ALLOCATIONS ONLY),,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,15110,Economic and development policy/planning,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,78831,0,80757,0,0,0,0
41122-Sierra Leone-3900/A0/05/001/046,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 14. HEALTH SYSTEM STRENGTHENING,;IR 14. HEALTH SYSTEM STRENGTHENING,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Italian National Committee,,Public Private Partnership,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,12220,Basic health care,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,2200824,0,2321896,0,0,0,0
41122-Sierra Leone-3900/A0/06/880/002,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,ADVOCACY / COMMUNICATION,;ADVOCACY / COMMUNICATION,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,The United Kingdom,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,,,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,35530,16690,3553,0,0,0,0
41122-Sierra Leone-3900/A0/06/001/001,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,FACILITY HIGH IMPACT MNCH INTERVENTIONS,;FACILITY HIGH IMPACT MNCH INTERVENTIONS,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,YOUNG CHILD SURVIVAL & DEVELOPMENT,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,12220;16050;13020,Basic health care;Multisector aid for basic social services;Reproductive health care,20;3;77,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,15842807,3128620,4364395,0,0,0,0
41122-Sierra Leone-3900/A0/06/005/005,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,5.4  SALARIES AND RELATED COST,;5.4  SALARIES AND RELATED COST,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,UNICEF (FOR GR ALLOCATIONS ONLY),,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,15150,Strengthening civil society,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,494127,65630,146678,0,0,0,0
41122-Sierra Leone-3900/A0/06/003/002,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,3.2  ALTERNATIVE CARE,;3.2  ALTERNATIVE CARE,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,UNICEF (FOR GR ALLOCATIONS ONLY),,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,15130,Legal and judicial development,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,108101,464,87919,0,0,0,0
41122-Sierra Leone-3900/A0/05/005/025,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,AWARENESS RAISING ON CR ISSUES,;AWARENESS RAISING ON CR ISSUES,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,"
    ",,,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,,,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,0,0,0,0,0,0,0
41122-Sierra Leone-3900/A0/06/001/011,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,PROJECT SUPPORT CSD,;PROJECT SUPPORT CSD,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Netherlands,,Government,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,16050,Multisector aid for basic social services,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,7424838,1198230,1211702,0,0,0,0
41122-Sierra Leone-3900/A0/05/002/032,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR2: CHILD-FRIENDLY TEACHING METHODOLOGY,;IR2: CHILD-FRIENDLY TEACHING METHODOLOGY,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,Iceland National Comm for UNICEF,,Public Private Partnership,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,11220,Primary education,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,1310193,0,1300201,0,0,0,0
41122-Sierra Leone-3900/A0/05/003/025,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,IR 3.5  PROGRAMME SUPPORT,;IR 3.5  PROGRAMME SUPPORT,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,CHILD PROTECTION: PREVENTING/ R,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,16010;43010,Social/ welfare services;Multisector aid,55;45,OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,734771,0,167108,0,0,0,0
41122-Sierra Leone-3900/A0/06/001/010,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,POLICY SUPPORT & EMERGENCY PREPAREDENESS,;POLICY SUPPORT & EMERGENCY PREPAREDENESS,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,HIV-AIDS AND CHILDREN,,Multilateral,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,12261;12110;12240;74010;13040,Health education;Health policy and administrative management;Basic nutrition;Disaster prevention and preparedness;STD control including HIV/AIDS,21;54;13;12;,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,3088343,326370,495447,0,0,0,0
41122-Sierra Leone-3900/A0/05/002/029,1,28/07/2014 00:00,en,UNICEF,41122,Multilateral,1.2 15% OF PRIMARY SCHOOLS NATIONWIDE AP,;1.2 15% OF PRIMARY SCHOOLS NATIONWIDE AP,2,19/09/2014,19/09/2014,19/09/2014,19/09/2014,,,,"
    ",,,,,,,,,SL,Sierra Leone,100,998,"Bilateral, unspecified",100,11220;72010;11110;12261,Primary education;Material relief assistance and services;Education policy and administrative management;Health education,37;8;10;45,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,0,0,1523335,0,0,0,0
